mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rmse,spec_centroid,pitch,audio_path,score
-322.81915,68.587364,-5.4820285,37.098255,-13.579446,-3.3302162,-0.92449963,-19.005857,-2.0308068,-9.370469,-7.481435,2.8282359,-8.316576,0.14841589693829957,0.047719527,1834.0655996407077,1557.9615,dataset\audios_train\audio_1111.wav,2.0
-433.41467,39.994934,13.256042,9.4861555,0.42320022,-4.255745,-2.4623098,-3.6331325,-5.6208076,-4.5805683,-5.6161475,-4.1594825,-3.6902487,0.18557469507121938,0.027065236,2022.1650350296645,1241.2936,dataset\audios_train\audio_771.wav,2.5
-403.592,92.71334,16.13824,8.686436,-13.892971,-1.0299127,3.5360289,-4.198551,-2.7189837,-9.66494,-14.041928,-6.0920677,-7.597001,0.14244682466387115,0.036166735,1713.290753550309,1513.789,dataset\audios_train\audio_1184.wav,2.5
-333.55237,76.433464,20.784267,6.9505777,12.506654,4.6089206,-1.9818373,-12.252944,-8.629507,-4.3415384,-7.3050895,-6.0274076,-7.7383785,0.16975209456536208,0.030280635,2207.3288261949347,1183.7482,dataset\audios_train\audio_918.wav,2.5
-306.64456,120.65512,-6.372949,17.854725,-10.723031,-9.463614,-1.4823884,-4.4414344,-2.70484,-10.364808,-7.810784,-11.845293,-2.8200512,0.09323311867678381,0.04540056,1206.4908280548698,1197.3083,dataset\audios_train\audio_1030.wav,2.0
-440.08038,26.353851,3.5029678,4.9459777,-12.785887,-2.4811637,-10.892689,0.9564699,-5.8872995,0.06596359,-6.661066,-3.5445943,-4.801791,0.08052546023322851,0.03225225,1879.1298686247305,1731.3379,dataset\audios_train\audio_1112.wav,2.0
-395.5617,65.097404,7.0507455,4.038465,-8.832557,-8.522547,-21.388264,-14.585215,-14.882668,-9.649215,-12.920325,-10.4002285,-11.300538,0.2268720541462293,0.026294818,2303.516580296098,1789.2308,dataset\audios_train\audio_873.wav,2.0
-327.73663,34.164818,-20.071527,12.50933,-22.885208,-10.96895,-14.053273,-23.599491,-10.896752,-9.925532,-13.526896,-6.6602635,-2.0559208,0.15648738060769435,0.059031762,2244.1264166434257,1945.7872,dataset\audios_train\audio_539.wav,2.0
-318.0811,103.499,-33.228603,23.732498,3.5049093,-4.642063,-2.6041162,-2.6248581,-6.1751895,-9.617672,-10.0138235,-1.6383641,2.6391795,0.1541112345247604,0.038115844,1609.4330628182058,1594.753,dataset\audios_train\audio_899.wav,2.0
-316.08307,91.605095,7.1957054,21.060394,2.5790954,-9.54527,-4.637346,2.471626,-13.772487,-14.541345,2.1340652,-1.8167686,-1.0242027,0.12215507271698615,0.071525045,1640.6014396207343,1191.9271,dataset\audios_train\audio_1277.wav,2.5
-337.3978,79.85084,2.6516402,26.076445,-18.137545,-3.815173,-5.5438194,-21.248278,-7.979542,-17.630121,3.1517942,-9.656489,-14.281667,0.12054930860623003,0.051800564,1934.0847907197103,1793.7181,dataset\audios_train\audio_649.wav,2.5
-292.19623,86.11268,4.062383,19.765654,-9.559634,4.9406986,-21.992289,7.4807963,-13.859389,-8.217656,-3.843006,-13.207615,-2.0074277,0.13434390392039403,0.05153825,1865.489405095127,1306.9666,dataset\audios_train\audio_701.wav,2.0
-310.7031,141.71269,-10.190963,4.427008,13.407146,-13.056093,-15.410129,-2.247789,-11.709451,-5.710793,1.155633,-2.6055434,-0.5510304,0.11362211087260383,0.059958175,1204.7131993984679,1101.5895,dataset\audios_train\audio_763.wav,2.5
-295.12122,79.993935,-8.323874,0.22121163,-17.2884,-13.76097,-17.7643,-7.524134,-4.2356515,-3.9612424,-7.4032683,-6.0528812,-8.866206,0.16039129060170393,0.04455053,1945.175598572688,1271.9529,dataset\audios_train\audio_952.wav,2.0
-305.02213,50.249485,5.2452774,18.21098,-5.88566,-13.7986555,-20.639423,-12.634903,-9.403667,-10.572724,-10.481532,-3.8483007,0.9476196,0.14313114641573482,0.053203486,1916.5230453253066,1443.1212,dataset\audios_train\audio_167.wav,2.5
-360.52713,49.513275,-12.378487,14.1184435,-18.467335,-15.034775,-14.451011,-14.130887,-6.7191935,-5.254325,-10.141274,-9.0976305,-0.93216056,0.14536271005306603,0.04083117,1848.074581380845,1520.4728,dataset\audios_train\audio_708.wav,2.0
-304.2624,117.49887,-21.339973,17.276934,1.2063698,4.452331,-2.6094992,-1.5478935,-2.1292646,6.623097,1.8438547,-4.101636,-5.735465,0.11209330695886581,0.026633743,1475.1521248092142,1035.672,dataset\audios_train\audio_1245.wav,2.0
-367.06052,60.594414,-11.585118,3.356703,-14.066648,-8.539502,-13.927131,-8.411381,-5.614721,-9.742979,-9.947792,-5.72987,-5.644252,0.12817330812366878,0.045019474,1526.8585161628241,1362.8073,dataset\audios_train\audio_812.wav,2.0
-354.0984,70.66812,30.728825,13.111898,8.341341,0.9591692,-5.0674734,-14.175746,-12.444205,-14.32008,-2.9742672,-1.4645851,-5.7539105,0.17168155950479233,0.044579573,1946.573168248169,1570.8829,dataset\audios_train\audio_76.wav,2.5
-297.7198,66.439354,-14.261249,16.763992,-15.276524,-8.055205,-7.6513247,-29.19706,-2.3561475,-6.2520704,-0.37631282,-0.10023585,-17.098595,0.1692983934038871,0.045515303,2095.8272720658606,1558.9038,dataset\audios_train\audio_1296.wav,2.5
-349.2325,103.415596,26.60058,33.02897,10.680477,-4.820607,-3.3497117,0.17926154,-0.037734803,-15.885108,-7.8825274,-5.346709,-11.348967,0.10150694704341318,0.053699598,1357.5086831146123,1240.3478,dataset\audios_train\audio_239.wav,2.0
-323.4827,133.7226,3.5700665,-4.369412,9.849355,-7.3490396,-10.751458,-1.2691364,-12.163982,-5.718153,2.6352599,0.12925987,2.1830459,0.10181834065495207,0.048553344,1147.8578127338465,1034.0305,dataset\audios_train\audio_668.wav,2.5
-283.21454,105.579926,-0.20369866,13.903628,-11.929809,8.306514,-7.373035,-2.256954,-12.680785,-7.713423,-10.208518,-13.154721,-2.406012,0.12296267139668367,0.061955906,1586.8084457657899,1212.984,dataset\audios_train\audio_17.wav,2.0
-298.5392,81.16405,-14.906065,22.036022,-3.4289136,-5.699547,-4.821127,-9.887526,-12.102586,-14.329654,-8.876652,-4.335578,-10.823938,0.13027073349307774,0.051095933,1595.6548623589172,1480.2072,dataset\audios_train\audio_289.wav,2.5
-375.88687,51.45274,15.518511,20.909838,4.0902534,25.866697,5.5523624,6.9822755,12.527447,2.2910845,-0.06652025,-3.1092901,4.29833,0.1487165044865344,0.03080975,1700.0959533440878,1968.8258,dataset\audios_train\audio_45.wav,2.5
-326.55466,88.29351,2.0798419,14.115399,7.4649725,-12.690742,-12.216451,-7.671568,-1.4935455,0.11499856,-5.5228148,-1.0615208,-1.1669743,0.1344156641041001,0.04228439,1713.802459610626,1226.17,dataset\audios_train\audio_657.wav,2.0
-336.2501,134.18784,20.54418,22.383688,11.411735,-2.1984122,-5.7074876,-0.83809876,-9.520376,-8.235995,-3.7105927,-1.4846545,0.5661022,0.06996773911741214,0.06479866,1129.2833705941816,633.0574,dataset\audios_train\audio_876.wav,2.0
-507.25504,38.170803,30.077166,23.229414,18.835207,15.428727,12.081954,9.13605,6.8081656,5.284489,3.99212,2.8847468,1.7330052,0.03609675560585267,0.014272094,849.2267372920512,416.32172,dataset\audios_train\audio_1069.wav,2.0
-331.26346,34.908672,-3.6490211,0.5511935,-16.941954,-14.512844,-12.554003,-14.949074,-6.583325,-8.968561,-12.7685995,-7.406041,-2.1955132,0.24519830770766773,0.03472771,2579.654501051932,1738.7166,dataset\audios_train\audio_1318.wav,2.0
-331.19974,66.88503,15.116605,6.0732865,-18.360027,-2.753389,-8.150943,-9.775967,1.8619124,-20.437775,-1.617272,-5.3640113,-6.770618,0.15807494467185837,0.04485088,2000.560195053698,1272.7532,dataset\audios_train\audio_832.wav,2.0
-371.88773,78.22104,30.103745,17.45232,5.2837462,7.7751837,5.179858,5.674033,8.744889,8.337834,7.0671344,5.515233,5.9504595,0.043175053812355764,0.03721925,864.94075045452,882.2333,dataset\audios_train\audio_917.wav,2.0
-372.30624,68.674164,-21.75392,17.72256,-21.350231,-13.827836,-14.83732,-12.191663,-4.0898914,-9.535044,-10.896379,-6.862397,-4.8631897,0.1268005046092918,0.044265382,1657.3578430360621,1472.0707,dataset\audios_train\audio_802.wav,2.0
-306.094,85.640656,13.96584,16.939531,25.497728,9.394135,-10.906067,-17.400473,-4.661274,0.6320967,-9.203772,-7.126637,4.473786,0.12405307757587859,0.08394792,1651.8518389111873,1553.3815,dataset\audios_train\audio_275.wav,2.0
-465.63153,40.882477,-7.0896897,8.764618,2.304094,-3.8610947,-1.1952274,-2.8795888,-2.5860705,-1.0531356,-3.16496,-1.9936391,-3.249433,0.09268347726970182,0.02001532,2516.0642752480126,1932.5585,dataset\audios_train\audio_940.wav,2.0
-286.69843,103.63274,-20.38495,23.23824,-6.375366,11.705006,-3.6946042,5.13374,-1.7164334,-5.16316,-6.3437033,-3.117972,-2.3337383,0.12654830396365815,0.022858953,1647.549195905043,1149.8701,dataset\audios_train\audio_1120.wav,2.0
-345.5279,58.188965,15.985625,14.266494,-9.062937,-5.4966235,-20.157967,-11.065215,-10.128494,-6.4530835,-6.1695557,-3.6017997,-7.7207503,0.18703459880857295,0.04750663,2199.7756156505657,1532.9475,dataset\audios_train\audio_535.wav,2.5
-346.47354,117.98238,5.999899,22.703224,-2.7774577,-0.3444267,-10.503704,-14.545575,-7.3392863,-6.9649644,-2.6595292,-6.257494,-4.2571077,0.12025004784012247,0.052507963,1289.0397944011063,1427.3456,dataset\audios_train\audio_244.wav,2.5
-297.95688,109.0518,-9.278285,22.000189,-2.7900505,6.2798314,-4.418639,-2.6620722,1.1386886,-5.030264,-9.099156,6.2093368,-4.890881,0.12159893129326411,0.025334667,1587.2156725420216,1356.1279,dataset\audios_train\audio_1134.wav,2.0
-401.59805,87.27765,34.62659,20.954662,12.350858,14.115332,9.721422,5.8357663,11.866446,16.24881,10.935299,1.7389915,0.027510744,0.042725866267974436,0.033528727,899.4456010299504,1152.9158,dataset\audios_train\audio_724.wav,2.0
-362.06528,99.38446,-18.003162,29.82193,-11.684723,-6.5101857,-3.9121058,-15.289195,-4.720023,-6.222988,-9.880824,-6.910753,-8.098052,0.12383595398206751,0.040812988,1561.0676335252854,1697.544,dataset\audios_train\audio_965.wav,2.0
-331.6061,94.89172,13.860718,33.591076,5.968874,12.48451,0.71933603,1.8527251,11.375326,7.84123,-5.598087,-1.319015,0.88880306,0.12669936435037274,0.03364254,1618.3473226469519,1262.7179,dataset\audios_train\audio_1031.wav,2.5
-343.35596,60.715355,14.320024,18.902044,-13.0211,-9.778321,-10.136939,-5.042694,-17.440638,-5.0605865,-9.791935,-13.685695,-4.1099615,0.19281467360556442,0.033397738,2098.56594059721,1723.411,dataset\audios_train\audio_1326.wav,2.5
-289.54565,28.875444,-2.2929916,4.6528444,-18.419043,-6.2545195,-18.863918,1.7513974,-15.839396,-5.8177223,-18.422031,-2.7471445,-10.572787,0.22426435411674653,0.054456856,2506.9508492616214,1974.9958,dataset\audios_train\audio_1325.wav,2.5
-261.9488,59.024544,-0.23600098,19.224295,-10.543427,-17.882963,-22.902357,-9.645493,-7.514666,-15.792738,-12.71335,-3.4030879,-1.8135644,0.15854710588059107,0.069082014,1967.6520421278353,1629.4176,dataset\audios_train\audio_273.wav,2.5
-369.59888,51.039955,-3.8969376,8.90143,0.605423,-2.7939734,-15.389209,3.4306016,-9.337221,-5.7944937,-4.468987,-3.3560853,-3.1095746,0.17736647727272728,0.036901068,2055.219859299785,1521.5074,dataset\audios_train\audio_1298.wav,2.5
-276.80145,95.29968,-6.614504,21.696548,-16.667583,-0.0447831,-3.7975254,4.373045,-11.700009,-5.1911993,-1.7568386,-4.7221,-0.4672048,0.14621657431443025,0.044348054,1851.0298547309742,1199.4286,dataset\audios_train\audio_868.wav,2.0
-301.42606,112.63661,-15.327548,20.036299,0.9127763,2.3236246,-3.4216864,4.3495674,-0.64161396,-5.5202837,-8.265658,6.6835957,-2.4040632,0.11289558970453355,0.02323041,1532.44242193206,1272.9426,dataset\audios_train\audio_964.wav,2.0
-359.2154,69.219185,8.410964,17.419764,-12.514717,-12.304263,-4.1016254,-14.397456,-4.499471,5.090119,-4.620788,-1.1093497,-6.9899287,0.1550482769235889,0.042145126,1864.340507133818,1230.7244,dataset\audios_train\audio_85.wav,2.0
-272.94034,74.52791,7.567808,32.051426,-15.25485,-6.7920055,-21.985956,-6.5981145,-10.572562,1.2231714,-9.551983,-2.7703779,7.411479,0.1371160310170394,0.08121169,1784.310968152764,1485.8441,dataset\audios_train\audio_919.wav,2.0
-341.844,55.525337,36.257633,26.56526,10.7588625,11.697116,1.2302706,5.6207047,-0.47306076,5.8596325,0.86755216,3.9527712,0.067833595,0.150238524610623,0.021808548,2349.7199642159,1086.3602,dataset\audios_train\audio_303.wav,2.5
-308.50317,102.488625,24.24921,30.29444,9.827226,-1.7201923,-2.7430801,0.7927059,0.6440791,-14.897994,-7.790397,-5.2402377,-8.562116,0.11453086451480263,0.06784292,1426.5958384807477,1357.2666,dataset\audios_train\audio_345.wav,2.0
-367.87863,46.26161,-10.640341,17.594425,-13.051954,-7.549383,-10.644207,0.15111636,-7.459697,-1.9016521,-3.4428911,-4.051877,1.1286598,0.16048775084864217,0.047700282,1959.582943448948,1782.2379,dataset\audios_train\audio_930.wav,2.0
-441.06702,56.770363,8.813971,10.498998,-3.2259438,-1.8031437,-6.5985017,-1.1465257,-2.8723314,-5.889097,-4.447605,-4.8336225,-9.823141,0.16050309088791267,0.021562437,2005.8010322458144,1516.3186,dataset\audios_train\audio_817.wav,2.0
-434.37112,98.43645,9.074766,18.331253,-4.6443653,0.7897684,1.3039476,0.4208169,2.6407118,2.6173291,-0.17684709,-0.67580765,-6.001279,0.11963488626530884,0.016939871,1673.2487654508443,1138.9358,dataset\audios_train\audio_1104.wav,2.5
-292.16577,133.77278,-26.632685,7.58612,-1.9485264,6.7014165,-4.352349,-9.945705,1.2519925,-7.6803794,-9.094688,-10.974619,-11.701669,0.10381774577342918,0.04193392,1309.6739474518738,1019.3309,dataset\audios_train\audio_836.wav,2.0
-340.55325,111.300224,-9.044786,19.64325,-8.501661,-3.7809665,-1.0219539,-2.3121932,-3.4569018,-10.768897,-8.109433,-10.108593,-0.5897534,0.10728355464589989,0.031767752,1323.4861046768233,1355.4102,dataset\audios_train\audio_946.wav,2.0
-498.93607,11.659976,-10.498023,2.5486617,-5.3709893,-12.988288,-7.739307,-1.8709567,-0.93348026,-2.4404557,-11.278636,-1.9425884,-5.5318556,0.3207999748400083,0.0151087465,3096.632517682683,2005.1647,dataset\audios_train\audio_1312.wav,2.0
-321.49332,82.717514,10.620225,31.268867,7.4070497,14.282392,-11.35987,3.387814,-13.429874,-4.4096284,-4.510318,1.456474,-8.005042,0.152194249617279,0.044887304,1894.639492056825,1292.9354,dataset\audios_train\audio_324.wav,2.5
-319.81436,92.508835,-2.1378496,10.754657,7.8858285,-11.502019,-11.449969,-7.3810925,-8.877322,-6.849294,-2.208608,-4.046328,-6.049724,0.11542495548788605,0.062253207,1469.446934564283,1259.7244,dataset\audios_train\audio_913.wav,2.5
-428.65176,43.466793,1.3705631,20.912771,-8.474352,-5.1016607,-4.6315103,-4.746013,-12.783872,-3.4024885,-2.3298006,-1.9429367,-5.6166253,0.11648136618803305,0.0400786,1807.2346944924473,1842.5957,dataset\audios_train\audio_399.wav,2.0
-312.05206,101.00292,-4.486332,26.278479,-4.545964,1.1199019,-2.0255666,-9.217311,-2.9721491,-10.173462,-9.2780905,-3.4283736,-4.530578,0.1220856525392705,0.04778298,1452.4481003348442,1567.4558,dataset\audios_train\audio_766.wav,2.0
-295.70468,111.26602,-11.093426,32.847713,-7.0072975,2.3228226,-1.1059076,-11.61526,0.3746983,-9.505354,-7.200573,-2.4978456,-6.50435,0.10989058131988817,0.05562945,1329.4249748272553,1587.1154,dataset\audios_train\audio_748.wav,2.0
-303.60303,88.37271,-10.853104,6.90665,-13.475483,-3.2643118,-11.329842,-15.919691,-3.6328862,-9.968965,-7.0500965,-6.686641,-0.37690395,0.1576391517084775,0.056267265,1802.247139668513,1549.0264,dataset\audios_train\audio_1114.wav,2.0
-334.76077,73.3685,12.660144,35.315685,10.993047,0.6539202,-5.072692,-11.060136,-6.1616726,-9.629226,5.1012993,-16.074648,-1.7532461,0.08803856537872737,0.06001712,1595.629964309574,848.9141,dataset\audios_train\audio_1251.wav,2.0
-299.70575,94.03684,-10.338492,43.21444,-3.2653978,-9.484865,5.906226,-6.890854,-3.5010657,-9.004059,-15.560819,1.1798953,1.1137708,0.1271699655551118,0.05582797,1618.9285328344972,1640.8862,dataset\audios_train\audio_59.wav,2.0
-379.21283,99.21699,-4.2324,12.569217,2.3318014,1.700715,-11.639073,-2.9811862,-5.7900295,-6.877028,-7.7393675,-3.3770833,-8.25362,0.12311395517172524,0.027303478,1521.0130224042891,1255.8076,dataset\audios_train\audio_889.wav,2.5
-295.1566,70.31878,12.456001,13.44427,-4.7365823,6.823272,-6.742935,-0.013799308,-7.0933228,-0.2315313,-9.723555,-5.5482707,-7.3411703,0.16728988826211394,0.030178769,2094.4722914351255,1725.1741,dataset\audios_train\audio_130.wav,2.5
-382.84814,67.36039,15.697808,13.711344,-8.605482,-6.5641413,-1.162521,-9.535381,-5.5933914,3.4257646,-5.1317515,-1.5550983,-6.8706393,0.1503245845126989,0.036440372,1817.4309263094617,1308.4545,dataset\audios_train\audio_297.wav,2.0
-341.30328,90.8155,-10.723334,16.851276,-16.289646,-14.240388,-5.8024035,-10.020519,-5.10479,-8.506883,-8.163862,-4.01996,-10.516597,0.11349861055644303,0.04901145,1512.8162395687093,1481.9897,dataset\audios_train\audio_744.wav,2.5
-377.91977,105.23458,-39.062576,49.137096,-2.7616796,-24.138597,5.8247786,-0.26805198,-16.823034,-5.8339515,-3.9032545,-6.8764343,1.5092001,0.13280781998801916,0.033253,1490.5241646628508,1607.1979,dataset\audios_train\audio_779.wav,2.0
-300.2411,118.91716,-15.407432,12.196217,3.8654332,3.0231946,-3.6895306,-3.6374774,-1.5407336,4.9942083,5.4781175,-1.7083354,-5.7277865,0.10620273187899361,0.03567517,1440.8171072961522,1018.06433,dataset\audios_train\audio_1210.wav,2.0
-421.40808,46.38175,5.5978017,6.650866,-7.7619567,-9.761213,-16.200285,-12.837943,-15.477623,-13.626888,-7.489626,-5.633966,-12.429247,0.2665105622670394,0.025118498,2624.687834379252,1885.7208,dataset\audios_train\audio_680.wav,2.0
-359.62137,71.93199,-7.764031,0.42658702,-9.842218,-3.8169255,-9.620385,-13.114823,-5.1558585,-6.840685,-6.7443132,-4.5858026,0.14811146,0.1943470453199052,0.03173811,2081.9421191893634,1534.1788,dataset\audios_train\audio_944.wav,2.0
-427.1707,26.13079,-2.0383573,21.344936,-14.961274,6.684046,-10.103327,-11.544417,-8.952593,-4.9030676,-7.4392786,-5.882717,-0.22221555,0.11844304321419062,0.022110058,1916.266174690047,1917.035,dataset\audios_train\audio_8.wav,2.0
-433.7086,27.37399,-0.0709144,24.250225,-12.62412,3.7920034,-10.256143,-11.394642,-8.259443,-6.4474154,-6.913482,-5.848956,-0.19723515,0.08777856471312566,0.025646117,1445.556441722451,1822.3014,dataset\audios_train\audio_1057.wav,2.0
-439.71567,44.514416,12.884667,2.1691754,-0.33305222,-1.1480354,-3.6916034,-1.0918928,-3.1128192,-2.0446582,-4.660981,-5.4224916,-5.5586166,0.1710071177782215,0.01799008,2127.5567581391456,1460.094,dataset\audios_train\audio_722.wav,2.0
-289.5748,67.201454,-2.8617828,-1.006001,-21.17475,-23.535173,-16.225683,-3.7169135,-4.27341,-3.110266,-6.3419538,-0.96939385,-6.9512696,0.17331410368410544,0.046522174,2102.353649096701,1323.9113,dataset\audios_train\audio_1036.wav,2.5
-283.0615,95.13131,11.898433,13.85961,-4.022302,-11.300367,-8.508533,-9.184476,-9.536202,-15.217635,-2.023782,-4.4115186,-5.4782457,0.13121687591520234,0.076680794,1675.9745849016651,1263.0107,dataset\audios_train\audio_760.wav,2.0
-277.22366,92.590385,-3.078972,17.197489,-19.82217,2.3649173,-9.057583,6.6836753,-9.236332,-9.863295,2.0875351,-9.340556,1.6601201,0.14924116205737487,0.046723902,1877.277174123743,1101.5995,dataset\audios_train\audio_675.wav,2.0
-334.97256,65.02206,5.8763466,18.930399,-5.369129,-16.595068,-21.69879,-13.172523,-6.9683456,-10.680789,-12.587053,-3.4774764,0.5919072,0.14485261082268372,0.045852132,1877.2338907033763,1506.8187,dataset\audios_train\audio_62.wav,2.5
-269.14813,86.81884,-7.8942556,25.345789,-15.486045,-7.7540364,-17.154621,-4.1719217,-10.38016,-3.9127834,-4.1291327,-13.8247175,0.8764486,0.12293351470979766,0.062980875,1714.3981018119157,1250.1328,dataset\audios_train\audio_865.wav,2.5
-313.0281,97.36569,1.4527807,27.120234,-0.26168886,1.6680918,-1.3843999,-8.015611,-2.801602,-7.3844233,-7.7944674,-1.7382144,-4.547912,0.11842510316826411,0.046641894,1419.100091679347,1565.1389,dataset\audios_train\audio_654.wav,2.0
-334.49387,76.90845,5.750242,39.227245,-10.778099,-15.507742,-8.2387,-17.038553,-10.052473,-20.513077,2.3751109,-7.259431,-14.871107,0.12216287273695421,0.05432437,1826.2549965063763,1767.4078,dataset\audios_train\audio_743.wav,2.5
-268.082,98.41364,-19.531977,23.287195,-10.509892,10.285747,-5.273655,-1.4616901,-0.6305853,-4.1504083,-4.679304,-4.431639,-3.4734173,0.13709133095380724,0.034291442,1739.80029773527,1257.833,dataset\audios_train\audio_950.wav,2.0
-315.70508,81.466194,-21.35855,14.13062,-9.581625,-3.65633,-6.716234,-13.8730345,-12.520109,-12.052391,-7.2510257,-2.597349,-9.698596,0.12904873036474973,0.042335317,1552.8246515795724,1363.5104,dataset\audios_train\audio_77.wav,2.5
-300.36026,111.82601,-0.18150406,13.377659,-8.064982,4.867364,-3.8876088,-3.2383018,-11.857053,-6.254582,-9.747179,-11.686251,-2.6919105,0.11820861209914182,0.05693815,1534.7983113573346,1121.6595,dataset\audios_train\audio_916.wav,2.0
-330.60388,80.43313,-8.584592,4.5224457,-9.695792,-3.8969774,-11.934242,-12.606226,-4.863219,-8.141374,-7.895649,-4.149752,-1.2894597,0.1753987890208999,0.040161647,1925.8145858487455,1544.1628,dataset\audios_train\audio_1028.wav,2.0
-333.92276,76.19979,9.958868,23.066927,-16.061918,-6.8268647,-1.3498696,5.557744,-10.933575,-9.099522,-2.6965523,-13.55496,-0.80309194,0.13721821127862088,0.050469972,1827.386729204686,1249.538,dataset\audios_train\audio_727.wav,2.0
-366.8351,134.63916,29.880503,4.2284765,8.613496,1.0328697,7.4474115,15.487852,3.7663608,-0.9598343,8.056941,9.019346,0.16043857,0.04857249897368188,0.061744183,796.509789140075,1373.2312,dataset\audios_train\audio_146.wav,2.0
-350.82724,91.999985,-11.758449,8.386131,-3.572281,-12.875721,-9.0777445,-0.89706457,0.6983074,-2.5783455,-10.771973,1.1364418,5.742509,0.15245667350832562,0.02204845,1812.2775416933412,1439.8198,dataset\audios_train\audio_642.wav,2.0
-373.94067,96.61036,14.920891,21.093683,8.878482,-1.1689045,-4.9256434,-9.15934,-4.342549,-6.539152,-4.5237,0.46133775,-3.7633243,0.11634301783812566,0.030820804,1496.9124894415534,1272.1503,dataset\audios_train\audio_1313.wav,2.0
-340.00952,85.69822,3.559808,35.789154,-12.230847,-20.656244,-14.386811,-11.681721,-1.6323462,-1.858674,-7.4130383,-4.4401965,-4.5474067,0.07551121330870607,0.06919879,1242.930246034237,1358.4071,dataset\audios_train\audio_1208.wav,2.0
